# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	577
#@/user_id	bf0c8134-52bc-4b1c-a9df-bd5224475e73
jie chu 	接觸	c=1 d=0.484325 t=577
jie dian 	節點	c=11 d=1.51704 t=577
jie dian shu 	節點數	c=1 d=1 t=577
jie ding 	界定	c=1 d=0.00136719 t=577
jie hun 	結婚	c=2 d=1.80252 t=577
jie ji 	階級	c=2 d=0.434838 t=577
jie jie 	姐姐	c=1 d=0.242926 t=577
jie jin lai 	接進來	c=1 d=1 t=577
jie jue 	解決	c=3 d=0.491644 t=577
jie kou 	接口	c=2 d=0.00182724 t=577
jie kou kou 	接口口	c=1 d=6.03711e-05 t=577
jie lv 	戒律	c=1 d=1 t=577
jie mi 	解密	c=1 d=0.146607 t=577
jie mian 	界面	c=1 d=0.000413853 t=577
jie mu 	節目	c=1 d=0.000825105 t=577
jie pin 	解聘	c=1 d=2.60628e-05 t=577
jie shao 	介紹	c=0 d=0.00109436 t=577
jie shao shuo 	介紹說	c=1 d=0.0109985 t=577
jie shou 	接受	c=1 d=0.878095 t=577
jie tou 	接頭	c=1 d=1 t=577
jie xi 	解析	c=7 d=0.334406 t=577
jie ya suo 	解壓縮	c=2 d=0.000274159 t=577
jie zhi 	截至	c=1 d=0.97531 t=577
jin 	盡	c=1 d=0.166127 t=577
jin 	近	c=1 d=0.22091 t=577
jin 	進	c=1 d=1 t=577
jin cha 	金叉	c=1 d=1 t=577
jin du 	進度	c=3 d=1.36092 t=577
jin nian 	今年	c=1 d=1 t=577
jin qu 	進去	c=1 d=1 t=577
jin ru 	進入	c=2 d=0.0081131 t=577
jin si 	近似	c=1 d=1 t=577
jin tian 	今天	c=1 d=0.798516 t=577
jin xing 	進行	c=1 d=0.000239969 t=577
jin yong 	禁用	c=1 d=1 t=577
jin zhi 	禁止	c=3 d=0.767206 t=577
jin zi ta 	金字塔	c=1 d=8.06816e-05 t=577
jing 	經	c=1 d=0.000131698 t=577
jing cha 	警察	c=2 d=0.130029 t=577
jing chang 	經常	c=1 d=0.687289 t=577
jing dong 	京東	c=1 d=0.516851 t=577
jing du 	精度	c=1 d=0.571209 t=577
jing ji 	經濟	c=3 d=1.3061 t=577
jing jian 	精簡	c=1 d=0.00394621 t=577
jing jing 	靜靜	c=1 d=0.0134335 t=577
jing ling 	精靈	c=1 d=1.05964e-05 t=577
jing pian 	鏡片	c=1 d=0.0223708 t=577
jing que du 	精確度	c=1 d=2.51664e-05 t=577
jing ran 	竟然	c=1 d=0.00733572 t=577
jing ren 	驚人	c=1 d=0.00748391 t=577
jing sha 	驚沙	c=0 d=0.0970446 t=577
jing ti 	晶體	c=2 d=0.616113 t=577
jing zi 	鏡子	c=1 d=0.425283 t=577
jiu 	久	c=2 d=0.0388141 t=577
jiu 	就	c=18 d=1.05654 t=577
jiu bu hui 	就不會	c=1 d=0.00882647 t=577
jiu chao ji 	就超級	c=1 d=1 t=577
jiu ge ren 	九個人	c=1 d=1 t=577
jiu guan 	酒館	c=1 d=0.0019023 t=577
jiu hao 	就好	c=1 d=0.285076 t=577
jiu hao le 	就好了	c=2 d=0.640824 t=577
jiu hen 	就很	c=0 d=0.1 t=577
jiu hen hao 	就很好	c=1 d=1 t=577
jiu jin qu 	就進去	c=0 d=0.00132336 t=577
jiu jin qu le 	就進去了	c=1 d=0.0132999 t=577
jiu ke 	就可	c=1 d=0.287941 t=577
jiu shi 	就是	c=10 d=0.886974 t=577
jiu shi ya 	就是呀	c=1 d=0.657047 t=577
jiu shuo 	就說	c=0 d=0.00450492 t=577
jiu xiang 	就像	c=2 d=0.0309618 t=577
jiu xiang dao 	就想到	c=1 d=1 t=577
jiu xing 	就行	c=0 d=0.00426384 t=577
jiu xing le 	就行了	c=4 d=0.225221 t=577
jiu zhe 	就這	c=0 d=0.0794534 t=577
jiu zhe yang 	就這樣	c=1 d=0.798516 t=577
ju 	據	c=0 d=3.2718e-05 t=577
ju bu 	局部	c=1 d=0.0359725 t=577
ju fang 	局方	c=0 d=0.00997588 t=577
ju fang gen 	局方根	c=1 d=0.100259 t=577
ju he 	聚合	c=1 d=4.6437e-06 t=577
ju li 	距離	c=5 d=1.27875 t=577
ju min 	居民	c=1 d=1 t=577
ju ming 	劇名	c=1 d=1 t=577
ju shi 	居士	c=1 d=1 t=577
ju yu wang 	局域網	c=1 d=0.00444934 t=577
ju zhen 	矩陣	c=13 d=0.774916 t=577
juan 	卷	c=4 d=0.981089 t=577
juan ji 	涓吉	c=2 d=0.869358 t=577
jue 	覺	c=1 d=1 t=577
jue ce 	決策	c=1 d=2.64567e-05 t=577
jue ce shu 	決策樹	c=2 d=0.91394 t=577
jue de 	覺得	c=3 d=0.254658 t=577
jue ji 	絕跡	c=1 d=0.00128115 t=577
jun 	均	c=1 d=0.100761 t=577
jun fang 	均方	c=0 d=0.00987662 t=577
jun fang gen 	均方根	c=1 d=0.0992613 t=577
ka 	卡	c=2 d=0.00211424 t=577
ka shi 	喀什	c=1 d=0.965605 t=577
ka si 	卡死	c=3 d=2.06437 t=577
kai 	開	c=1 d=0.582748 t=577
kai bu kai 	開不開	c=1 d=1 t=577
kai fa 	開發	c=2 d=0.0225956 t=577
kai fa ge 	開發個	c=1 d=1 t=577
kai fang 	開放	c=0 d=0.000125578 t=577
kai fang zhu ce 	開放註冊	c=1 d=0.00126207 t=577
kai guan 	開關	c=2 d=0.665876 t=577
kai guan ji 	開關機	c=1 d=0.00522135 t=577
kai ji 	開機	c=4 d=0.575343 t=577
kai ji kuai 	開機快	c=1 d=0.00941925 t=577
kai shi 	開始	c=2 d=0.276736 t=577
kai wan 	開完	c=1 d=0.00530026 t=577
kai xin 	開心	c=0 d=0.1 t=461
kai xin su di 	開心速遞	c=1 d=1 t=462
kai yuan 	開源	c=1 d=0.00031751 t=577
kan 	看	c=8 d=2.42522 t=577
kan dian shi 	看電視	c=4 d=1.68649 t=577
kan jian 	看見	c=2 d=2.04785 t=577
kan men gou 	看門狗	c=1 d=0.400517 t=577
kan shi pin 	看視頻	c=1 d=0.000176887 t=577
kan wan 	看完	c=0 d=0.000530026 t=577
kan wan dian shi 	看完電視	c=1 d=0.00532682 t=577
kan yun qi 	看運氣	c=1 d=0.110251 t=577
kao da xue 	考大學	c=1 d=1 t=577
ke 	可	c=2 d=0.418952 t=577
ke 	科	c=1 d=0.00548905 t=577
ke bi 	科比	c=0 d=1.78234e-06 t=577
ke bu de liao 	可不得了	c=1 d=1 t=577
ke hai xing 	可還行	c=2 d=1.54335 t=577
ke hu 	客戶	c=1 d=0.726149 t=577
ke hu duan 	客戶端	c=2 d=0.963592 t=577
ke ji 	科技	c=2 d=0.0120342 t=577
ke ji da xue 	科技大學	c=0 d=0.00213864 t=577
ke jian 	可見	c=1 d=0.063609 t=577
ke neng 	可能	c=13 d=1.73486 t=577
ke ni 	可逆	c=2 d=0.83527 t=577
ke pu 	科普	c=1 d=0.690734 t=577
ke shi 	可是	c=5 d=0.704376 t=577
ke shi hua 	可視化	c=1 d=0.00631391 t=577
ke yi 	可以	c=13 d=2.65758 t=577
ke yi chong zhi 	可以充值	c=1 d=0.00127476 t=577
ke yi le 	可以了	c=1 d=0.000269215 t=577
ke yi ma 	可以嗎	c=1 d=0.0113902 t=577
ke yi shuo 	可以說	c=1 d=1 t=577
ken ding 	肯定	c=0 d=0.1 t=577
kong 	空	c=2 d=0.000195622 t=577
kong jian 	空間	c=9 d=0.331479 t=577
kong xin 	空心	c=1 d=6.58972e-06 t=577
kong zhi 	控制	c=1 d=0.280832 t=577
kou 	口	c=1 d=0.0531307 t=577
kou hao 	口號	c=1 d=1 t=577
ku 	庫	c=1 d=0.960789 t=577
ku 	枯	c=1 d=1 t=577
ku 	苦	c=1 d=1 t=577
ku 	酷	c=6 d=0.135423 t=577
ku niao 	酷鳥	c=5 d=3.26397 t=577
kuai 	塊	c=2 d=0.400517 t=577
kuai 	快	c=0 d=0.000937227 t=577
kuai dao 	快到	c=0 d=0.1 t=577
kuai dao le 	快到了	c=1 d=1 t=577
kuai dian 	快點	c=3 d=0.104813 t=577
kuai du 	快讀	c=2 d=0.93948 t=577
kuai niao 	快鳥	c=1 d=1 t=577
kuai shou 	快手	c=1 d=0.000934966 t=577
kuai su 	快速	c=3 d=1.94073 t=577
kuai xuan 	塊選	c=1 d=0.00037447 t=577
kuan dai 	寬帶	c=2 d=0.588605 t=577
kuang 	框	c=2 d=0.00415368 t=577
kuang jia 	框架	c=1 d=5.262e-06 t=577
kuang jing 	礦井	c=1 d=5.81541e-06 t=577
kuang nan 	礦難	c=1 d=0.481909 t=577
kun nan 	困難	c=2 d=0.215952 t=577
kuo da 	擴大	c=1 d=0.00193045 t=577
kuo hao 	括號	c=3 d=0.3299 t=577
kuo zhang 	擴張	c=1 d=0.00189223 t=577
la 	拉	c=2 d=0.554372 t=577
la dao 	拉到	c=1 d=0.00119453 t=577
la ge lang ri 	拉格朗日	c=1 d=0.008271 t=577
la ji 	垃圾	c=2 d=0.458715 t=577
la ji xiang 	垃圾箱	c=1 d=0.235746 t=577
la ma 	拉馬	c=1 d=0.574072 t=577
la suo 	拉鎖	c=1 d=0.2334 t=577
lai 	來	c=5 d=0.767206 t=577
lai guo 	來過	c=0 d=0.0235746 t=577
lai le 	來了	c=1 d=0.0397558 t=577
lai shu 	來書	c=0 d=0.0301194 t=577
lai shuo 	來說	c=1 d=0.00101791 t=577
lai yi 	賴以	c=1 d=1 t=577
lai zhe li 	來這裏	c=1 d=0.822835 t=577
lan mu 	欄目	c=1 d=0.951229 t=577
lan tian 	藍田	c=1 d=0.261846 t=577
lang fang 	廊坊	c=1 d=0.477114 t=577
lang fei 	浪費	c=1 d=1 t=577
lao 	老	c=4 d=0.610144 t=577
lao ge 	老哥	c=2 d=1.98511 t=577
lao jia 	老家	c=2 d=1.28809 t=577
lao jiu guan 	老酒館	c=2 d=0.00349354 t=577
lao mao zi 	老毛子	c=2 d=1.66725 t=577
lao mu 	老母	c=1 d=0.00118858 t=577
lao shi 	老式	c=1 d=0.213312 t=577
lao si ji 	老司機	c=1 d=0.373439 t=577
le 	了	c=97 d=6.68166 t=577
lei 	類	c=2 d=0.918512 t=577
lei shen 	雷神	c=1 d=0.000536738 t=577
lei si 	類似	c=2 d=0.873716 t=577
lei xing 	類型	c=1 d=0.00470091 t=577
li 	力	c=3 d=0.615697 t=577
li 	李	c=1 d=0.00714249 t=577
li 	裏	c=12 d=1.39101 t=577
li bao 	禮包	c=1 d=4.8091e-06 t=577
li gong 	理工	c=1 d=0.00678809 t=577
li hai 	厲害	c=3 d=1.52401 t=577
li hai duo le 	厲害多了	c=1 d=1 t=577
li hai li hai 	厲害厲害	c=1 d=0.904837 t=577
li lei 	李磊	c=1 d=0.70822 t=577
li ma 	立馬	c=1 d=0.0939493 t=577
li man 	黎曼	c=1 d=0.232236 t=577
li man man 	李慢慢	c=1 d=0.0561348 t=577
li mian 	裏面	c=1 d=0.591555 t=577
li ru 	例如	c=1 d=0.353455 t=577
li shi 	歷史	c=3 d=1.87911 t=577
li xian 	離線	c=2 d=0.285653 t=577
li yong lv 	利用率	c=1 d=0.000103081 t=577
li zhi qi zhuang 	理直氣壯	c=1 d=0.00032718 t=577
li zi 	粒子	c=6 d=9.74413e-05 t=577
li zi yun 	粒子雲	c=2 d=3.56215e-05 t=577
lian 	連	c=1 d=1 t=577
lian fa ke 	聯發科	c=1 d=0.0106734 t=577
lian fen 	連分	c=1 d=0.588605 t=577
lian fen shu 	連分數	c=1 d=0.559898 t=577
lian he 	聯合	c=1 d=0.0224829 t=577
lian jie 	鏈接	c=1 d=0.535261 t=577
lian tong 	聯通	c=1 d=0.806541 t=577
lian xi 	練習	c=1 d=2.07078e-05 t=577
lian xi 	聯繫	c=2 d=0.349945 t=577
lian xian 	連線	c=1 d=0.113042 t=577
liang 	兩	c=0 d=3.13797e-06 t=577
liang 	量	c=2 d=1.0479 t=577
liang ci 	兩次	c=4 d=0.284624 t=577
liang dian 	兩點	c=3 d=1.04149 t=577
liang ge 	兩個	c=2 d=0.88692 t=577
liang kuai 	兩塊	c=1 d=0.12307 t=577
liang le 	涼了	c=1 d=0.0948935 t=577
liang li 	靚麗	c=1 d=0.00170362 t=577
liang li zi 	兩粒子	c=1 d=1.57291e-05 t=577
liang liang 	涼涼	c=1 d=0.591555 t=577
liang nian 	兩年	c=1 d=1 t=577
liang shan bo 	梁山伯	c=1 d=7.4107e-05 t=577
liang tiao 	兩條	c=1 d=1 t=577
liang xiang 	亮相	c=1 d=0.0029528 t=577
liang zhan 	糧站	c=2 d=0.00434074 t=577
liang zhe 	兩者	c=1 d=0.937067 t=577
liang zhen ying 	量陣營	c=1 d=0.0244775 t=577
liang zhi 	兩隻	c=1 d=0.995012 t=577
liang zhi zi 	兩質子	c=1 d=1.58079e-05 t=577
liao 	聊	c=1 d=1 t=577
liao jie 	瞭解	c=1 d=0.000450569 t=577
liao liao 	聊聊	c=0 d=0.0136695 t=577
liao sao 	瞭騷	c=1 d=1 t=577
liao wu sheng qu 	了無生趣	c=1 d=1 t=577
lie 	列	c=2 d=0.00904991 t=577
lie biao 	列表	c=4 d=0.00106823 t=577
lie huo 	烈火	c=0 d=1.73384e-05 t=577
lie huo ru ge 	烈火如歌	c=1 d=0.000174253 t=577
lin 	林	c=4 d=0.0153088 t=577
lin jin 	臨近	c=1 d=0.219808 t=577
lin shi 	臨時	c=2 d=0.980199 t=577
ling 	令	c=1 d=0.414783 t=577
ling 	零	c=1 d=0.690734 t=577
ling 	靈	c=1 d=1 t=577
ling xing 	菱形	c=4 d=3.53221e-05 t=577
ling yi mian 	另一面	c=1 d=0.000949097 t=577
liu 	六	c=1 d=0.465334 t=577
liu 	劉	c=2 d=0.469079 t=577
liu bo 	劉波	c=1 d=0.0194482 t=577
liu chu 	流出	c=1 d=0.794534 t=577
liu ge 	六個	c=1 d=0.00290884 t=577
liu guang 	流光	c=1 d=0.00102814 t=577
liu lan qi 	瀏覽器	c=12 d=2.77402 t=577
liu liang 	流量	c=6 d=1.42162 t=577
liu mei ti 	流媒體	c=2 d=1.98511 t=577
liu xing 	流行	c=1 d=0.99005 t=577
long 	龍	c=1 d=0.26982 t=577
lou 	樓	c=2 d=0.00102625 t=577
lu 	路	c=2 d=0.000696931 t=577
lu 	錄	c=2 d=0.0224829 t=577
lu 	陸	c=1 d=1 t=577
lu jing 	路徑	c=1 d=0.000332125 t=577
lu you 	路由	c=3 d=2.89771 t=577
lu you qi 	路由器	c=3 d=0.00488447 t=577
lun wen 	論文	c=1 d=1 t=577
luo 	羅	c=1 d=0.12493 t=577
luo 	落	c=2 d=0.180059 t=577
luo fa 	落髮	c=1 d=0.000256085 t=577
luo tuo 	駱駝	c=1 d=0.00065886 t=577
luo xuan xian 	螺旋線	c=1 d=1 t=577
lv deng 	綠燈	c=1 d=0.00010622 t=577
ma 	嗎	c=3 d=0.733447 t=577
ma 	嘛	c=24 d=1.75028 t=577
ma 	馬	c=3 d=0.561401 t=577
ma de 	媽的	c=0 d=0.0369723 t=577
ma de zhi zhang 	媽的智障	c=1 d=0.371577 t=577
ma fan 	麻煩	c=3 d=0.87535 t=577
ma fan wen xia 	麻煩問下	c=2 d=0.0899423 t=577
ma hua 	麻花	c=2 d=0.410553 t=577
ma hua shi pin 	麻花視頻	c=1 d=0.00174675 t=577
ma mu 	麻木	c=1 d=0.00255424 t=577
ma yi 	螞蟻	c=1 d=0.136695 t=577
ma yun 	馬雲	c=1 d=0.00123091 t=577
mai 	買	c=3 d=0.722995 t=577
mai 	賣	c=1 d=0.0850088 t=577
mai de 	買的	c=2 d=1.956 t=577
mai fang 	買房	c=1 d=0.644036 t=577
mai hua wei 	買華爲	c=1 d=1 t=577
mai le 	買了	c=2 d=1.0014 t=577
mai qian 	賣錢	c=1 d=0.00161245 t=577
mai shou ji 	買手機	c=1 d=1 t=577
man 	慢	c=3 d=0.38482 t=577
man 	滿	c=3 d=0.816747 t=577
man man 	慢慢	c=0 d=0.00558548 t=577
mao 	毛	c=0 d=9.58635e-05 t=577
mao 	貓	c=14 d=3.07659 t=577
mao chu lai 	冒出來	c=1 d=0.00759701 t=577
mao hao 	冒號	c=1 d=0.900325 t=577
mao si 	貌似	c=12 d=1.92169 t=577
mao yi zhan 	貿易戰	c=1 d=1 t=577
me 	麼	c=1 d=6.44256e-05 t=577
mei 	沒	c=10 d=1.25757 t=577
mei 	美	c=5 d=0.737675 t=577
mei ban fa 	沒辦法	c=4 d=2.17597 t=577
mei bei 	沒被	c=1 d=0.0072265 t=577
mei ci 	每次	c=4 d=0.921869 t=577
mei de 	沒得	c=1 d=0.00215492 t=577
mei fa 	沒法	c=0 d=0.073994 t=577
mei fa ding yue 	沒法訂閱	c=1 d=0.0471227 t=577
mei fa wen xia 	沒法問下	c=1 d=0.000916453 t=577
mei fa yong 	沒法用	c=2 d=0.726149 t=577
mei ge 	每個	c=1 d=0.774916 t=577
mei guan xi 	沒關係	c=3 d=0.0313312 t=577
mei guo 	美國	c=6 d=1.35518 t=577
mei jian 	沒見	c=1 d=0.0845849 t=577
mei jin 	美金	c=1 d=0.0101529 t=577
mei ren 	沒人	c=0 d=0.1 t=577
mei ren le 	沒人了	c=1 d=1 t=577
mei shen me 	沒什麼	c=1 d=0.67032 t=577
mei shui 	沒睡	c=0 d=0.1 t=577
mei shui le 	沒睡了	c=1 d=1 t=577
mei ti 	媒體	c=0 d=0.00254765 t=577
mei tian 	每天	c=1 d=0.346456 t=577
mei wen ti 	沒問題	c=1 d=1 t=577
mei xiang dao 	沒想到	c=1 d=0.00729913 t=577
mei xie hao 	沒寫好	c=1 d=0.57695 t=577
mei yi ci 	每一次	c=0 d=0.0494109 t=577
mei yi ci chu xian 	每一次出現	c=1 d=0.496585 t=577
mei yong 	沒用	c=1 d=0.0934807 t=577
mei you 	沒有	c=8 d=0.840586 t=577
mei yuan 	美元	c=1 d=0.123687 t=577
mei zhu yi 	沒主意	c=0 d=4.07691e-05 t=577
men 	門	c=1 d=1 t=577
meng 	夢	c=3 d=0.694204 t=577
meng di 	夢迪	c=1 d=1 t=422
mi 	米	c=0 d=0.057695 t=577
mi deng lu 	米登錄	c=1 d=0.579842 t=577
mi feng hou 	覓封侯	c=1 d=0.00308872 t=577
mi gong 	迷宮	c=2 d=0.000733284 t=577
mi ma 	密碼	c=8 d=1.41187 t=577
mi mi 	祕密	c=4 d=1.06585 t=577
mian 	免	c=3 d=0.583331 t=577
mian 	麪	c=3 d=0.00225128 t=577
mian fa 	免罰	c=0 d=0.0186374 t=577
mian fa ei 	免罰誒	c=1 d=0.187308 t=577
mian fei 	免費	c=7 d=0.740818 t=577
miao 	廟	c=2 d=1.96079 t=577
miao 	秒	c=1 d=0.38868 t=577
miao li 	廟裏	c=1 d=1 t=577
miao miao 	妙妙	c=1 d=1 t=577
mie 	咩	c=0 d=0.000559994 t=577
mie ban fa 	咩辦法	c=1 d=0.00562801 t=577
min gan 	敏感	c=1 d=0.00265848 t=577
min sheng 	民生	c=1 d=1 t=577
min yuan 	民怨	c=2 d=1.90484 t=577
min zhai 	民宅	c=1 d=0.278037 t=577
ming 	命	c=1 d=1 t=577
ming ling 	命令	c=2 d=0.00481991 t=577
ming ming 	明明	c=2 d=0.238743 t=577
ming zi 	名字	c=6 d=0.895012 t=577
mo 	膜	c=1 d=1 t=516
mo bai 	膜拜	c=1 d=0.0037164 t=577
mo ban 	模板	c=1 d=0.00369786 t=577
mo hu 	模糊	c=1 d=0.000315927 t=577
mo ke er 	默克爾	c=1 d=0.0784731 t=577
mo kuai 	模塊	c=1 d=0.000221519 t=577
mo ming 	莫名	c=4 d=0.956851 t=577
mo ni 	模擬	c=1 d=1.01423 t=577
mo ni cheng shi 	模擬城市	c=1 d=0.142987 t=577
mo ran hui shou 	驀然回首	c=1 d=1 t=577
mo ren 	默認	c=8 d=1.0798 t=577
mo shi 	模式	c=4 d=2.60062 t=577
mo shou 	魔獸	c=1 d=0.0066709 t=577
mo shou zheng ba 	魔獸爭霸	c=1 d=0.00663763 t=577
mo xing 	模型	c=1 d=1.68696e-05 t=577
mou kuan 	某款	c=1 d=0.548812 t=577
mu biao 	目標	c=1 d=1 t=577
mu di 	目的	c=1 d=1 t=577
mu guang 	目光	c=1 d=1 t=577
mu lu 	目錄	c=18 d=0.266225 t=577
mu zhu 	母豬	c=1 d=0.00900478 t=577
na 	哪	c=10 d=0.950514 t=577
na 	拿	c=1 d=0.0333733 t=577
na 	那	c=7 d=0.602996 t=577
na ge 	哪個	c=5 d=0.827994 t=577
na ge 	那個	c=9 d=1.28701 t=577
na ge hao 	哪個好	c=1 d=0.000949097 t=577
na jia 	那家	c=1 d=0.00128757 t=577
na jian 	那件	c=1 d=1 t=577
na jiao 	那叫	c=1 d=1 t=577
na jiu 	那就	c=1 d=0.00687406 t=577
na ken ding 	那肯定	c=1 d=1 t=577
na li 	哪裏	c=5 d=0.54145 t=577
na me 	那麼	c=0 d=0.00902655 t=577
na ni 	那你	c=1 d=3.21532e-05 t=577
na nian 	那年	c=1 d=1 t=577
na qu 	拿去	c=1 d=0.00160441 t=577
na ren 	那人	c=1 d=1 t=365
na shi 	那是	c=1 d=0.0214936 t=577
na wei 	那位	c=1 d=0.162838 t=577
na xie 	那些	c=2 d=0.0634448 t=577
na xie ren 	那些人	c=1 d=0.000457378 t=577
na yi 	那一	c=1 d=0.00235786 t=577
na yi tian 	那一天	c=1 d=0.00238156 t=577
na you mei you 	那有沒有	c=1 d=1 t=577
na za men 	那咱們	c=1 d=1 t=577
na zhe 	拿着	c=1 d=0.000256085 t=577
na zhe xie 	那這些	c=1 d=1 t=577
na zhong 	那種	c=3 d=2.91209 t=577
nai 	乃	c=1 d=0.000608204 t=577
nai zui 	奶嘴	c=1 d=0.214381 t=577
nan 	男	c=1 d=0.0217096 t=577
nan 	難	c=1 d=0.133989 t=577
nan chu 	難處	c=1 d=0.000884932 t=577
nan guai 	難怪	c=1 d=0.0029528 t=577
nan guo 	難過	c=1 d=0.000455097 t=577
nan hai zi 	男孩子	c=1 d=1 t=407
nan ren 	男人	c=3 d=0.00980988 t=577
nan shou 	難受	c=1 d=0.366045 t=577
nan yong 	難用	c=1 d=0.763379 t=577
nao 	腦	c=2 d=0.00015486 t=577
nao da 	鬧大	c=1 d=0.0129068 t=577
ne 	呢	c=1 d=0.143721 t=577
nei 	內	c=2 d=0.000573157 t=577
nei bu 	內部	c=0 d=0.1 t=577
nei bu ren yuan 	內部人員	c=1 d=1 t=577
nei cun tiao 	內存條	c=1 d=0.522046 t=577
nei han 	內涵	c=1 d=0.25723 t=577
nei han duan zi 	內涵段子	c=1 d=0.308819 t=577
nei rong 	內容	c=2 d=1.87912 t=577
nen 	嫩	c=1 d=0.131336 t=577
neng 	能	c=22 d=1.94991 t=577
neng bu neng 	能不能	c=2 d=1 t=577
neng gou 	能夠	c=1 d=0.000210716 t=577
neng hao 	能耗	c=1 d=0.0145524 t=577
neng kan 	能看	c=2 d=0.405335 t=577
neng kan jian 	能看見	c=1 d=1 t=577
neng li 	能力	c=0 d=0.00490458 t=577
neng ou 	能偶	c=1 d=0.000209665 t=577
neng rang 	能讓	c=2 d=0.00162159 t=577
neng yong 	能用	c=4 d=1.55182 t=577
neng zuo 	能做	c=1 d=0.164474 t=577
ni 	你	c=4 d=1.73447 t=577
ni de 	你的	c=1 d=0.0385808 t=577
ni dong 	你懂	c=0 d=0.0618783 t=577
ni dong fa 	你懂發	c=1 d=0.621885 t=577
ni hao 	你好	c=1 d=1 t=441
ni he 	擬合	c=1 d=0.806541 t=577
ni kan 	你看	c=1 d=1 t=577
ni ke yi 	你可以	c=1 d=0.818731 t=577
ni que ding 	你確定	c=1 d=0.00763509 t=577
ni shuo de 	你說的	c=1 d=1 t=577
ni zai 	你在	c=1 d=0.00321477 t=577
ni zhe ge 	你這個	c=2 d=0.000769822 t=577
ni zhuang 	你裝	c=1 d=0.323033 t=577
nian 	年	c=3 d=1.6687 t=577
nian dai 	年代	c=1 d=0.00447164 t=577
nian ji 	念及	c=1 d=0.0014018 t=577
nian ling 	年齡	c=3 d=1.59764 t=577
niang 	娘	c=1 d=1 t=577
niao 	鳥	c=3 d=0.606531 t=577
nin 	您	c=0 d=0.0650509 t=577
nin a ling 	您呵令	c=1 d=0.65377 t=577
niu 	牛	c=2 d=1.03752 t=577
niu bi 	牛逼	c=1 d=0.000225994 t=577
niu rou 	牛肉	c=1 d=0.0199405 t=577
nong 	弄	c=5 d=1.58311 t=577
nong chang 	農場	c=1 d=0.00427488 t=577
nong hao 	弄好	c=1 d=0.740818 t=577
nong jing sha 	弄驚沙	c=1 d=0.97531 t=577
nong min 	農民	c=7 d=0.00786312 t=577
nong ming 	弄名	c=1 d=0.000309671 t=577
nu li 	努力	c=4 d=0.026921 t=577
nuo ji ya 	諾基亞	c=1 d=0.00158844 t=577
nv 	女	c=6 d=0.74906 t=577
nv hai 	女孩	c=1 d=4.53999e-05 t=577
nv pei 	女配	c=1 d=0.00814786 t=577
nv peng you 	女朋友	c=1 d=0.00298248 t=577
nv quan 	女權	c=1 d=1 t=577
nv wu 	女巫	c=5 d=0.535744 t=577
nv zi 	女子	c=2 d=0.509156 t=577
o 	哦	c=4 d=0.574976 t=577
o hou hui 	哦後悔	c=1 d=1 t=577
o o 	哦哦	c=4 d=1.01035 t=577
pa 	爬	c=1 d=1 t=427
pa chong 	爬蟲	c=5 d=0.951229 t=577
pa shi 	怕是	c=1 d=0.00148106 t=577
pai 	拍	c=0 d=0.000470091 t=577
pai 	派	c=3 d=0.612812 t=577
pai ban 	排版	c=0 d=0.0371577 t=577
pai ban chu cuo 	排版出錯	c=1 d=0.373439 t=577
pai chu 	排除	c=3 d=0.0873364 t=577
pai gu 	排骨	c=2 d=0.000431055 t=577
pai hang 	排行	c=1 d=0.826959 t=577
pai xu 	排序	c=2 d=0.261627 t=577
pan 	盤	c=5 d=0.0167752 t=577
pan duan 	判斷	c=1 d=0.00606634 t=577
pao 	跑	c=3 d=0.843463 t=577
pao cai 	泡菜	c=1 d=1 t=577
pao de 	跑得	c=1 d=1 t=577
pei 	配	c=1 d=0.740818 t=577
pei dui 	配對	c=1 d=0.852144 t=577
pei xun 	培訓	c=4 d=0.0769603 t=577
pei zhi 	配置	c=4 d=2.28819 t=577
pei zun 	陪尊	c=1 d=0.0146986 t=577
pi 	屁	c=1 d=3.44845e-05 t=577
pi ci 	批次	c=2 d=0.000481153 t=577
pi fo 	屁佛	c=1 d=1 t=577
pi fu 	皮膚	c=2 d=0.499662 t=577
pi ka 	皮卡	c=1 d=0.390628 t=577
pi pei 	匹配	c=7 d=1.9826 t=577
pi ru 	譬如	c=2 d=1.0446 t=577
pi xie 	皮鞋	c=1 d=0.000652304 t=577
pian an 	偏安	c=0 d=0.00384133 t=577
pian an yi yu 	偏安一隅	c=2 d=0.0387994 t=577
pian ting 	偏聽	c=2 d=1.99501 t=577
pian wei fen 	偏微分	c=2 d=0.00814786 t=577
pian yi 	便宜	c=1 d=0.00202345 t=577
pian yi 	偏移	c=1 d=0.000148489 t=577
pin 	品	c=0 d=9.25663e-05 t=577
pin dao 	頻道	c=3 d=0.889727 t=577
pin duo duo 	品多多	c=1 d=0.000930303 t=577
pin duo duo 	拼多多	c=1 d=1 t=527
pin fu 	貧富	c=3 d=0.827385 t=577
pin fu ha ju 	貧富哈據	c=1 d=0.00032882 t=577
pin you tan 	貧鈾彈	c=0 d=0.0585669 t=577
pin you tan hong 	貧鈾彈紅	c=1 d=0.588605 t=577
ping 	屏	c=7 d=1.20596 t=577
ping 	評	c=2 d=0.252845 t=577
ping ban 	平板	c=4 d=0.00702771 t=577
