# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	577
#@/user_id	bf0c8134-52bc-4b1c-a9df-bd5224475e73
duan 	斷	c=1 d=0.690734 t=577
duan 	段	c=1 d=1 t=577
duan 	短	c=1 d=1 t=577
duan 	端	c=1 d=0.729789 t=577
duan dian 	斷電	c=3 d=1.74373 t=577
duan kou 	端口	c=4 d=0.0480828 t=577
duan qian 	短淺	c=1 d=1 t=577
duan shi jian 	段時間	c=0 d=0.1 t=577
duan zi 	段子	c=2 d=0.259507 t=577
duan zi 	端子	c=1 d=0.227638 t=577
dui 	堆	c=1 d=0.00166989 t=577
dui 	對	c=3 d=0.0129155 t=577
dui hua 	對話	c=0 d=5.1578e-07 t=577
dui hua chuang kou 	對話窗口	c=1 d=5.18366e-06 t=577
dui jiao 	對角	c=1 d=1 t=577
dui jiao xian 	對角線	c=1 d=7.82971e-05 t=577
dui le 	對了	c=1 d=1 t=577
dui ren 	對人	c=0 d=0.000163682 t=577
dui yu 	對於	c=2 d=0.156453 t=577
dui zhan 	堆棧	c=1 d=0.00460782 t=577
dui zhao 	對照	c=0 d=0.000657159 t=577
duo 	多	c=9 d=2.05201 t=577
duo bian 	多邊	c=1 d=6.49161e-06 t=577
duo biao qian 	多標籤	c=2 d=0.000295512 t=577
duo da 	多大	c=1 d=0.114265 t=577
duo duo 	多多	c=0 d=9.25663e-05 t=577
duo ge 	多個	c=2 d=0.0683549 t=577
duo kan 	多看	c=1 d=0.000788798 t=577
duo le 	多了	c=3 d=0.139103 t=577
duo liao liao 	多聊聊	c=1 d=0.137381 t=577
duo ren 	多人	c=0 d=0.1 t=577
duo ren ma 	多人嘛	c=1 d=1 t=577
duo shi 	多事	c=1 d=1 t=577
duo shu ju 	多數據	c=1 d=0.000145549 t=577
duo xi 	多西	c=1 d=0.790571 t=577
duo xian 	多線	c=1 d=0.0028799 t=577
duo xian cheng 	多線程	c=1 d=0.00786762 t=577
duo xiang shi 	多項式	c=1 d=0.000210716 t=577
duo xie 	多謝	c=1 d=1 t=577
duo xing 	惰性	c=1 d=0.000205513 t=577
duo you biao 	多遊標	c=2 d=0.000572811 t=577
e 	額	c=14 d=1.30923 t=577
e mo 	惡魔	c=1 d=0.0096577 t=577
ei 	誒	c=0 d=0.0186374 t=577
en en 	嗯嗯	c=8 d=1.31973 t=577
en qing 	恩情	c=1 d=0.00145901 t=577
er 	二	c=5 d=0.0344167 t=577
er 	兒	c=1 d=0.179066 t=577
er 	而	c=2 d=0.0165886 t=577
er 	耳	c=1 d=1 t=577
er cha shu 	二叉樹	c=2 d=0.0028799 t=577
er ci 	二次	c=1 d=0.722527 t=577
er fen 	二分	c=2 d=0.909373 t=577
er ji 	二級	c=1 d=0.0222592 t=577
er ji 	耳機	c=1 d=1 t=577
er jin zhi 	二進制	c=2 d=0.000741525 t=577
er qie 	而且	c=1 d=1 t=577
er shi 	而是	c=1 d=0.0156858 t=577
er shi yi 	二十一	c=1 d=0.210136 t=577
er shou 	二手	c=1 d=2.89483e-05 t=577
er wei 	二位	c=1 d=1 t=577
er wei 	二維	c=1 d=1 t=577
er xing 	而行	c=1 d=2.17695e-05 t=577
fa 	法	c=3 d=0.122928 t=577
fa 	發	c=1 d=0.786628 t=577
fa dao 	發到	c=1 d=0.22313 t=577
fa gei 	發給	c=1 d=1 t=479
fa gong zi 	發工資	c=0 d=3.15165e-06 t=577
fa gong zi le 	發工資了	c=1 d=3.16745e-05 t=577
fa guo 	發過	c=1 d=3.13593e-05 t=577
fa lv 	法律	c=1 d=1 t=353
fa qi 	發起	c=1 d=0.0241131 t=577
fa sheng 	發生	c=0 d=0.0341298 t=577
fa sheng de 	發生地	c=1 d=0.290835 t=577
fa shi 	法師	c=2 d=0.26906 t=577
fa shu 	法術	c=1 d=0.00116996 t=577
fa song 	發送	c=1 d=0.873716 t=577
fa xian 	發現	c=3 d=0.887776 t=577
fa xu 	發虛	c=2 d=0.000156602 t=577
fa yang 	發癢	c=1 d=1 t=577
fa zhi 	法制	c=1 d=0.0584257 t=577
fan 	反	c=2 d=0.022151 t=577
fan 	翻	c=2 d=1.97045 t=577
fan 	飯	c=2 d=0.0411719 t=577
fan che 	翻車	c=1 d=0.98692 t=577
fan de sa 	范德薩	c=1 d=0.00139481 t=577
fan fa 	犯法	c=1 d=0.000219315 t=577
fan fu 	反覆	c=2 d=1.5662 t=577
fan hui 	返回	c=2 d=0.14808 t=577
fan qiang 	翻牆	c=1 d=1 t=577
fan shu guo 	藩屬國	c=1 d=0.463013 t=577
fan ti zi 	繁體字	c=1 d=0.0395575 t=577
fan xu lei 	反畜類	c=1 d=0.0229371 t=577
fan yi 	翻譯	c=2 d=0.551563 t=577
fang 	放	c=1 d=0.079659 t=577
fang 	方	c=3 d=0.50409 t=577
fang an 	方案	c=1 d=0.25924 t=577
fang bian 	方便	c=1 d=0.774916 t=577
fang cha 	方差	c=2 d=0.0232989 t=577
fang cheng 	方程	c=2 d=0.726149 t=577
fang fa 	方法	c=2 d=0.000242403 t=577
fang fang 	放放	c=1 d=0.084163 t=577
fang jia 	房價	c=4 d=0.914548 t=577
fang jin 	放進	c=1 d=0.970446 t=577
fang shou 	防守	c=1 d=5.93288e-06 t=577
fang xiang 	方向	c=1 d=0.000365224 t=577
fang xin 	放心	c=1 d=0.000411789 t=577
fang xing 	方形	c=1 d=2.56748e-05 t=577
fang yan 	方言	c=1 d=0.000611253 t=577
fang yang 	放羊	c=3 d=2.7652 t=577
fang zai 	放在	c=1 d=0.904837 t=577
fang zai na li 	放在哪裏	c=1 d=0.000639387 t=577
fang zhen 	仿真	c=1 d=9.95351e-05 t=577
fang zhi 	防治	c=1 d=1 t=577
fei 	肥	c=4 d=0.985112 t=577
fei 	費	c=1 d=0.00551656 t=577
fei dei 	非得	c=2 d=0.289338 t=577
fei long 	飛龍	c=1 d=0.722542 t=577
fei long bao bao 	飛龍寶寶	c=1 d=0.000599149 t=577
fei shuo 	肥碩	c=1 d=0.275271 t=577
fei xun 	斐訊	c=8 d=0.411967 t=577
fei xun shang cheng 	斐訊商城	c=1 d=0.392586 t=577
fei yao 	非要	c=2 d=0.000545204 t=577
fei yong 	費用	c=1 d=0.124307 t=577
fen 	分	c=4 d=0.0689206 t=577
fen bu 	分佈	c=3 d=0.054204 t=577
fen ci 	分詞	c=1 d=0.000110555 t=577
fen li 	分離	c=3 d=0.0271714 t=577
fen shi an 	分屍案	c=0 d=3.66169e-06 t=577
fen tao 	分桃	c=1 d=0.190139 t=577
fen xiang 	分享	c=4 d=0.713232 t=577
feng 	封	c=1 d=1 t=500
feng ci 	諷刺	c=1 d=0.00433948 t=577
feng huang 	鳳凰	c=5 d=0.118088 t=577
feng kuang 	瘋狂	c=1 d=1 t=577
feng ming qi 	蜂鳴器	c=1 d=0.0107269 t=577
feng shui 	風水	c=1 d=1 t=577
feng suo 	封鎖	c=1 d=1 t=577
fo 	佛	c=2 d=0.000510932 t=577
fo dao 	佛道	c=1 d=0.000263884 t=577
fu 	付	c=4 d=3.03152 t=475
fu 	富	c=1 d=0.00143728 t=577
fu cong 	服從	c=1 d=0.537944 t=577
fu fei 	付費	c=1 d=0.00288349 t=577
fu fei ban 	付費版	c=1 d=0.00118265 t=577
fu gai 	覆蓋	c=3 d=2.83392e-05 t=577
fu hao 	符號	c=15 d=3.47017 t=577
fu li 	福利	c=1 d=0.00440507 t=577
fu li ye 	傅里葉	c=2 d=2.63699e-05 t=577
fu pin 	扶貧	c=1 d=0.00151855 t=577
fu sheng zhang 	副省長	c=1 d=1 t=577
fu wu qi 	服務器	c=4 d=1.86481 t=577
ga 	噶	c=1 d=0.0763379 t=577
ga li 	咖喱	c=1 d=0.254107 t=577
gai 	改	c=6 d=1.9864 t=577
gai 	該	c=2 d=0.990302 t=577
gai bian 	改變	c=2 d=0.0180431 t=577
gai bu hui 	改不會	c=2 d=1.956 t=577
gai cheng 	改成	c=1 d=1 t=577
gai de 	改得	c=1 d=0.0332068 t=577
gai hui qu 	改回去	c=1 d=1 t=577
gai le 	改了	c=3 d=0.900325 t=577
gai lv 	概率	c=2 d=0.0131152 t=577
gai mi ma 	改密碼	c=1 d=0.895834 t=577
gai ru he 	該如何	c=1 d=0.489192 t=577
gai shan 	改善	c=1 d=8.23115e-05 t=577
gai wan 	改完	c=1 d=0.0357931 t=577
gai wang zhan 	該網站	c=2 d=0.693779 t=577
gai wen dang 	改文檔	c=1 d=1 t=577
gai wen ti 	該問題	c=2 d=1.37279 t=577
gai yi 	該以	c=0 d=0.00337087 t=577
gai yi xia 	該以夏	c=1 d=0.0338776 t=577
gai yong 	改用	c=1 d=0.106459 t=577
gan 	幹	c=1 d=3.24763e-05 t=577
gan ga 	尷尬	c=2 d=0.937676 t=577
gan jue 	感覺	c=20 d=2.67871 t=577
gan mao le 	感冒了	c=0 d=2.7603e-05 t=577
gan xi 	干係	c=1 d=1 t=577
gan xie 	感謝	c=2 d=0.00758305 t=577
gang 	港	c=1 d=0.826959 t=577
gang cai 	剛纔	c=1 d=0.121238 t=577
gang gang 	剛剛	c=1 d=0.00030659 t=577
gang hua 	鋼化	c=1 d=7.33697e-05 t=577
gang jue 	港覺	c=1 d=0.000305061 t=577
gang kan 	剛看	c=1 d=0.000750328 t=577
gao 	搞	c=2 d=0.0954083 t=577
gao 	高	c=0 d=6.62162e-05 t=577
gao ban ben 	高版本	c=1 d=0.000665481 t=577
gao ben 	高本	c=1 d=0.000617396 t=577
gao bu hao 	搞不好	c=1 d=1 t=577
gao bu qing chu 	搞不清楚	c=1 d=1 t=577
gao di 	高低	c=1 d=0.0146253 t=577
gao du 	高度	c=2 d=1.95101 t=577
gao kao 	高考	c=2 d=0.226776 t=577
gao liang 	高亮	c=1 d=0.0596059 t=577
gao mao zi 	高帽子	c=1 d=0.0867261 t=577
gao qing 	高清	c=0 d=0.00939493 t=577
gao xing 	高興	c=1 d=0.0520787 t=577
ge 	個	c=17 d=1.09073 t=577
ge 	哥	c=9 d=0.327057 t=577
ge ge 	哥哥	c=0 d=0.1 t=577
ge ming 	革命	c=1 d=0.00158052 t=577
ge ren 	個人	c=1 d=1 t=434
ge shi hua 	格式化	c=1 d=1.12516e-05 t=577
ge wei 	各位	c=3 d=0.790571 t=577
ge wei da lao 	各位大佬	c=1 d=1 t=577
gei 	給	c=1 d=1 t=577
gei wei 	給爲	c=1 d=0.154896 t=577
gen 	根	c=1 d=0.0198525 t=577
gen ben 	根本	c=1 d=0.0385808 t=577
gen hao 	根號	c=1 d=0.585669 t=577
gen ju 	根據	c=3 d=0.75964 t=577
geng 	更	c=2 d=0.857177 t=577
geng hao 	更好	c=1 d=0.000244817 t=577
geng sha hei ti 	更啥黑體	c=1 d=8.02792e-05 t=577
geng xin 	更新	c=6 d=1.00941 t=577
geng zhi 	耿直	c=1 d=0.136014 t=577
gong bei shu 	公倍數	c=2 d=0.0111788 t=577
gong cheng 	工程	c=3 d=0.00143818 t=577
gong dian 	供電	c=1 d=0.0191587 t=577
gong ji 	攻擊	c=3 d=0.000586502 t=577
gong jian 	弓箭	c=1 d=0.000992781 t=577
gong jian shou 	弓箭手	c=2 d=0.00116873 t=577
gong ju 	工具	c=1 d=0.00208081 t=577
gong lu 	公路	c=0 d=0.0548812 t=577
gong neng 	功能	c=1 d=1 t=566
gong ren 	工人	c=2 d=9.71599e-06 t=577
gong shi 	公式	c=3 d=0.551568 t=577
gong xiang 	共享	c=1 d=0.00447164 t=577
gong zuo 	工作	c=2 d=0.021068 t=577
gou 	狗	c=2 d=0.853465 t=577
gou mai 	購買	c=3 d=2.47935 t=577
gu 	古	c=1 d=0.479505 t=577
gu 	谷	c=1 d=0.105928 t=577
gu 	顧	c=1 d=0.105399 t=577
gu hua 	固化	c=1 d=0.00096827 t=577
gu ji 	估計	c=12 d=1.5172 t=577
gu piao 	股票	c=1 d=2.85173e-05 t=577
gu qi 	骨氣	c=3 d=0.00344918 t=577
gu shi 	故事	c=2 d=0.205975 t=577
gu zhang 	故障	c=12 d=7.02177 t=577
gu zi 	穀子	c=0 d=0.0102284 t=577
gua 	寡	c=1 d=0.000788798 t=577
gua mao 	寡貓	c=1 d=1 t=577
guai guai 	怪怪	c=1 d=0.01649 t=577
guai li 	乖離	c=2 d=0.00263225 t=577
guai shou 	怪獸	c=1 d=0.0065062 t=577
guan 	灌	c=1 d=1 t=577
guan 	關	c=1 d=0.00540733 t=577
guan bi 	關閉	c=3 d=0.161219 t=577
guan dao 	關到	c=1 d=1 t=368
guan dian 	觀點	c=1 d=1 t=348
guan diao 	關掉	c=1 d=1 t=577
guan fang 	官方	c=2 d=0.421052 t=577
guan ji 	關機	c=1 d=0.00304836 t=577
guan jia 	官家	c=1 d=1 t=577
guan jian ci 	關鍵詞	c=1 d=0.0131019 t=577
guan le 	關了	c=1 d=0.29671 t=577
guan li yuan 	管理員	c=1 d=0.199888 t=577
guan wang 	官網	c=3 d=0.618783 t=577
guan wang 	觀望	c=3 d=0.0573186 t=577
guan xi 	關係	c=1 d=1 t=404
guan zhi 	管制	c=1 d=0.0122161 t=577
guan zhu 	關注	c=1 d=1 t=489
guang 	光	c=8 d=3.69697 t=577
guang biao 	光標	c=1 d=0.600496 t=577
guang fu 	光伏	c=2 d=0.000206693 t=577
guang gao 	廣告	c=2 d=0.63278 t=577
guang mao 	光貓	c=5 d=0.923116 t=577
guang mao 	廣袤	c=3 d=1.97458 t=577
guang xian 	光鮮	c=1 d=0.00169512 t=577
guang zi 	光子	c=1 d=1.38809e-05 t=577
gui 	鬼	c=1 d=0.158817 t=577
gui hua 	規劃	c=1 d=0.831104 t=577
gui ji 	軌跡	c=5 d=7.16268e-05 t=577
gui lv 	規律	c=1 d=0.00390694 t=577
gui ya 	鬼呀	c=1 d=0.0333733 t=577
gui ze 	規則	c=3 d=0.410656 t=577
gui zi 	櫃子	c=1 d=0.000889368 t=577
gui zi 	貴子	c=2 d=0.00179663 t=577
guo 	國	c=2 d=0.606531 t=577
guo 	過	c=4 d=0.598678 t=577
guo chan 	國產	c=1 d=0.460704 t=577
guo cheng 	過程	c=1 d=0.444858 t=577
guo de 	過得	c=1 d=3.10473e-05 t=577
guo gao 	過高	c=1 d=0.951229 t=577
guo ji 	國際	c=2 d=2.10669e-05 t=577
guo ji tiao qi 	國際跳棋	c=1 d=1.22498e-05 t=577
guo lai 	過來	c=1 d=0.0277367 t=577
guo lv 	過濾	c=2 d=0.301218 t=577
guo nei 	國內	c=5 d=0.994307 t=577
guo qi 	國企	c=1 d=0.0473589 t=577
guo qi 	過期	c=0 d=0.00473589 t=577
guo qi le 	過期了	c=1 d=0.0475963 t=577
guo qing 	國慶	c=1 d=0.00124951 t=577
guo qu 	過去	c=0 d=0.0501576 t=577
guo shi 	國事	c=1 d=1 t=577
guo wai 	國外	c=3 d=0.810592 t=577
guo ying 	果蠅	c=3 d=0.205549 t=577
guo zi 	果子	c=0 d=3.13593e-06 t=577
guo zi le 	果子了	c=1 d=3.15165e-05 t=577
ha 	哈	c=1 d=0.571209 t=577
hai 	嗨	c=1 d=0.744532 t=577
hai 	害	c=2 d=1.53295 t=577
hai 	還	c=11 d=2.15198 t=577
hai bu cuo 	還不錯	c=1 d=0.00318278 t=577
hai dei 	還得	c=3 d=0.375311 t=577
hai hao 	還好	c=1 d=1 t=382
hai hua 	海話	c=1 d=1 t=577
hai hui 	還會	c=1 d=1 t=577
hai jue 	還覺	c=1 d=0.000308127 t=577
hai mei 	還沒	c=0 d=0.0591555 t=577
hai mei kai shi 	還沒開始	c=1 d=0.594521 t=577
hai mei zhu yi 	還沒主意	c=1 d=0.000409735 t=577
hai neng yong 	還能用	c=1 d=0.00588705 t=577
hai shi 	還是	c=5 d=0.436049 t=577
hai ting 	還挺	c=0 d=0.000143728 t=577
hai ting hao yong 	還挺好用	c=1 d=0.00144449 t=577
hai wai 	海外	c=0 d=0.00254765 t=577
hai wai mei ti 	海外媒體	c=1 d=0.0256042 t=577
hai xin 	海信	c=1 d=0.733447 t=577
hai xing 	還行	c=7 d=1.86253 t=577
hai xing ba 	還行吧	c=3 d=0.822835 t=577
hai yao 	還要	c=1 d=0.00211225 t=577
hai you 	還有	c=1 d=0.0626626 t=577
hai you de yong 	還有的用	c=1 d=0.00232276 t=577
hai you mei you 	還有沒有	c=1 d=0.612626 t=577
hai zai 	還在	c=1 d=0.00132016 t=577
han chuang 	寒窗	c=1 d=0.00307331 t=577
han guo 	韓國	c=3 d=0.081321 t=577
han men 	寒門	c=2 d=0.00209311 t=577
han ren 	漢人	c=3 d=2.97516 t=577
han shu 	函數	c=6 d=1.96079 t=577
han shu lie biao 	函數列表	c=1 d=0.000249763 t=577
han su 	寒素	c=1 d=1 t=577
han tai qu 	漢臺區	c=2 d=0.0416137 t=577
han zhi 	憨直	c=1 d=0.000129737 t=577
han zhong 	漢中	c=7 d=0.781992 t=577
han zhong shi 	漢中市	c=4 d=0.0615563 t=577
han zi 	漢字	c=5 d=0.00047149 t=577
hang 	航	c=2 d=0.020141 t=577
hang 	行	c=7 d=1 t=577
hang shou 	行首	c=1 d=0.0241131 t=577
hao 	好	c=6 d=0.603088 t=577
hao 	號	c=3 d=0.305326 t=577
hao ba 	好吧	c=7 d=0.130724 t=577
hao bu rong yi 	好不容易	c=1 d=0.0071546 t=577
hao can 	好慘	c=0 d=0.1 t=577
hao chang 	好長	c=1 d=0.0699482 t=577
hao de 	好的	c=5 d=1.9521 t=577
hao dian 	好點	c=1 d=0.034562 t=577
hao duo 	好多	c=4 d=0.796756 t=577
hao duo ren 	好多人	c=1 d=0.017249 t=577
hao fei 	耗費	c=1 d=0.164474 t=577
hao jiu 	好久	c=3 d=0.0170563 t=577
hao ka 	好卡	c=2 d=1.67561 t=577
hao kan 	好看	c=1 d=0.136014 t=577
hao lao 	好老	c=1 d=0.937067 t=577
hao le 	好了	c=4 d=0.094526 t=577
hao nan ren 	好男人	c=1 d=0.00360656 t=577
hao ping 	好評	c=2 d=0.143852 t=577
hao tan yan 	好坦言	c=1 d=0.65377 t=577
hao tao yan 	好討厭	c=3 d=1.2915 t=577
hao ting 	好聽	c=1 d=0.66365 t=577
hao xiang 	好像	c=1 d=1 t=577
hao yi hui 	好一會	c=1 d=0.17552 t=577
hao yong 	好用	c=7 d=1.19136 t=577
hao yong ma 	好用嘛	c=4 d=0.107854 t=577
hao zao gao 	好糟糕	c=3 d=0.364914 t=577
he 	和	c=10 d=1.40243 t=577
he bing 	合併	c=1 d=1 t=577
he fa 	合法	c=2 d=1.14661 t=577
he suan 	合算	c=1 d=1 t=577
he tao 	核桃	c=2 d=0.0111121 t=577
he yong 	合用	c=1 d=0.71177 t=577
he zi 	盒子	c=14 d=3.91078 t=577
he zi ban ben 	盒子版本	c=1 d=0.423162 t=577
he zu 	合租	c=1 d=0.271173 t=577
hei 	黑	c=3 d=1.19327 t=577
hei bai 	黑白	c=1 d=1 t=577
hei se 	黑色	c=1 d=0.909373 t=577
hei shui 	黑水	c=1 d=0.00201931 t=577
hei ti 	黑體	c=0 d=7.98788e-06 t=577
hen da 	很大	c=1 d=1 t=577
hen duo 	很多	c=1 d=0.035437 t=577
hen hao 	很好	c=0 d=0.00322254 t=577
hen hao yong 	很好用	c=1 d=0.0323869 t=577
hen jiu 	很久	c=1 d=0.519442 t=577
hen kuai 	很快	c=1 d=0.000300519 t=577
hen man 	很慢	c=1 d=1 t=577
hen nan 	很難	c=1 d=1 t=577
hen shao 	很少	c=1 d=0.0168231 t=577
hen zheng chang 	很正常	c=1 d=1 t=468
hong 	宏	c=1 d=0.151829 t=577
hong 	紅	c=0 d=0.0585669 t=577
hong meng 	鴻蒙	c=1 d=0.895834 t=577
hong se 	紅色	c=1 d=0.00019647 t=577
hong zha 	轟炸	c=1 d=0.0140519 t=577
hou 	後	c=10 d=1.48813 t=577
hou fu 	後附	c=1 d=0.00143012 t=577
hou hui 	後悔	c=1 d=0.031041 t=577
hou men 	後門	c=2 d=0.20304 t=577
hou mian 	後面	c=2 d=0.932394 t=577
hou qi 	後期	c=1 d=0.000590229 t=577
hou zheng chang 	後正常	c=1 d=0.451581 t=577
hu bei 	湖北	c=1 d=0.00209124 t=577
hu gang 	胡港	c=1 d=0.0495388 t=577
hu xian 	弧線	c=1 d=1 t=577
hua 	化	c=3 d=0.0335076 t=577
hua 	畫	c=1 d=9.44524e-06 t=577
hua 	花	c=5 d=1.56695 t=577
hua 	話	c=6 d=0.338834 t=577
hua fen 	劃分	c=2 d=8.6156e-05 t=577
hua ji 	滑稽	c=1 d=1 t=577
hua kai 	花開	c=1 d=1 t=577
hua kuai 	滑塊	c=2 d=0.000863643 t=577
hua shuo 	話說	c=32 d=2.0932 t=577
hua ti 	話題	c=1 d=1 t=577
hua wei 	華爲	c=11 d=1.63879 t=577
huai le 	壞了	c=1 d=0.760028 t=577
huan 	患	c=1 d=0.000863742 t=577
huan 	換	c=3 d=1.24344 t=577
huan 	環	c=2 d=0.0065699 t=577
huan bu jun 	患不均	c=1 d=0.000792752 t=577
huan de 	換得	c=1 d=1 t=577
huan fu 	換膚	c=1 d=0.254107 t=577
huan jing 	環境	c=1 d=0.18452 t=577
huan le 	換了	c=1 d=0.126186 t=577
huan le 	歡樂	c=1 d=0.125556 t=577
huan qun 	換羣	c=1 d=2.01965e-05 t=577
huang 	黃	c=1 d=0.00932553 t=577
huang hou 	皇后	c=1 d=0.000739157 t=577
huang jia 	皇家	c=2 d=0.00138204 t=577
huang li 	黃鸝	c=1 d=1 t=577
hui 	回	c=1 d=0.00353515 t=577
hui 	會	c=2 d=0.619019 t=577
hui ba 	會把	c=1 d=1 t=577
hui bao 	回報	c=1 d=0.00600598 t=577
hui bu hui 	會不會	c=1 d=0.00125578 t=577
hui du 	灰度	c=1 d=0.000372602 t=577
hui fa sheng 	會發生	c=1 d=0.343009 t=577
hui fu 	恢復	c=1 d=0.00951391 t=577
hui shi 	回事	c=1 d=1 t=577
hui shou 	回首	c=1 d=1 t=577
hui shuo 	會說	c=1 d=1 t=577
hui yi 	會議	c=1 d=0.000214973 t=577
hui yuan 	會員	c=6 d=1.68091 t=577
hui zhi 	繪製	c=1 d=9.8307e-06 t=577
hun dun 	混沌	c=1 d=0.000133021 t=577
hun shen 	渾身	c=1 d=1 t=577
hun xiao 	混淆	c=3 d=0.667427 t=577
huo 	或	c=1 d=1 t=577
huo 	火	c=4 d=0.620681 t=577
huo de 	獲得	c=1 d=5.3683e-06 t=577
huo dong 	活動	c=1 d=1 t=492
huo niao 	火鳥	c=4 d=1.22415 t=577
huo qu 	獲取	c=1 d=4.95556e-06 t=577
huo xia qu 	活下去	c=1 d=1 t=577
huo xing 	火星	c=1 d=0.00271219 t=577
huo xu 	或許	c=1 d=0.0196437 t=577
huo zhe 	或者	c=2 d=0.423162 t=577
ji 	即	c=2 d=0.0375097 t=577
ji 	幾	c=1 d=0.00238385 t=577
ji 	機	c=2 d=0.0721858 t=577
ji 	雞	c=2 d=0.00440804 t=577
ji bie 	級別	c=2 d=0.0366992 t=577
ji bu 	既不	c=1 d=1 t=577
ji chang 	機場	c=15 d=1.16027 t=577
ji cuo 	記錯	c=0 d=0.000112497 t=577
ji cuo de 	記錯的	c=1 d=0.00113061 t=577
ji da 	極大	c=1 d=1 t=577
ji de 	記得	c=1 d=0.00119453 t=577
ji dian 	幾點	c=1 d=0.0916297 t=577
ji fang 	機房	c=1 d=0.0183156 t=577
ji fen 	積分	c=2 d=0.256702 t=577
ji ge 	幾個	c=5 d=0.725898 t=577
ji ge yue 	幾個月	c=1 d=1 t=533
ji gou 	機構	c=1 d=0.0148464 t=577
ji guang 	激光	c=2 d=0.61304 t=577
ji huo 	激活	c=0 d=3.58919e-06 t=577
ji huo qi 	激活七	c=1 d=3.60718e-05 t=577
ji lei 	積累	c=1 d=1 t=577
ji lu 	記錄	c=2 d=1.0534 t=577
ji miao 	幾秒	c=2 d=0.080875 t=577
ji nv 	妓女	c=1 d=0.0658748 t=577
ji pian 	幾篇	c=2 d=0.0499465 t=577
ji pin 	極品	c=1 d=0.0968105 t=577
ji qi 	及其	c=1 d=0.0219278 t=577
ji qi 	機器	c=4 d=0.250329 t=577
ji qi ren 	機器人	c=8 d=1.88385 t=577
ji qian nian 	幾千年	c=1 d=1 t=577
ji rou 	雞肉	c=1 d=0.00225411 t=577
ji sheng 	計生	c=0 d=0.1 t=577
ji suan 	計算	c=1 d=1 t=577
ji suan ji 	計算機	c=2 d=1.95064 t=577
ji yi 	技藝	c=1 d=0.00155699 t=577
ji zhe 	記者	c=2 d=1.90032 t=577
jia 	假	c=1 d=0.00995182 t=577
jia 	加	c=1 d=0.0111647 t=577
jia 	家	c=5 d=1.31966 t=577
jia ding 	假定	c=2 d=0.013786 t=577
jia ge 	價格	c=3 d=0.00819182 t=577
jia gu wen 	甲骨文	c=1 d=0.474734 t=577
jia li 	家裏	c=2 d=0.0363359 t=577
jia mu 	賈母	c=1 d=0.0031042 t=577
jia ren 	佳人	c=1 d=0.00315111 t=577
jia ru 	加入	c=1 d=9.61117e-05 t=577
jia she 	假設	c=2 d=1.97531 t=577
jia su 	加速	c=3 d=1.68312 t=577
jia su qi 	加速器	c=1 d=0.137381 t=577
jia yi 	加以	c=1 d=0.40657 t=577
jia zai 	加載	c=3 d=0.000770741 t=577
jian 	見	c=1 d=0.0012684 t=577
jian 	間	c=2 d=3.36048e-05 t=577
jian bian 	漸變	c=1 d=1 t=577
jian ce 	檢測	c=2 d=0.499084 t=577
jian cha 	檢查	c=0 d=0.1 t=577
jian cha fei 	檢查肥	c=1 d=1 t=577
jian chi 	堅持	c=1 d=0.344728 t=577
jian die 	間諜	c=1 d=1 t=577
jian duan 	間斷	c=1 d=9.97928e-06 t=577
jian jian 	漸漸	c=1 d=0.722527 t=577
jian kong 	監控	c=1 d=0.0231676 t=577
jian mei xing yan 	劍眉星眼	c=1 d=0.0269169 t=577
jian mian 	減免	c=1 d=0.122456 t=577
jian pan 	鍵盤	c=2 d=0.0150617 t=577
jian wei 	鍵位	c=1 d=0.000720907 t=577
jian wen 	見聞	c=0 d=0.0311923 t=577
jian wen shi 	見聞是	c=1 d=0.313486 t=577
jian yi 	建議	c=1 d=0.000448321 t=577
jian zhi 	簡直	c=1 d=1 t=577
jian zhu 	建築	c=2 d=9.66753e-06 t=577
jiang 	將	c=2 d=0.158817 t=577
jiang 	講	c=1 d=0.0010701 t=577
jiang 	降	c=1 d=0.865022 t=577
jiang ke 	講課	c=1 d=0.666977 t=577
jiang lai 	將來	c=1 d=1 t=490
jiang li 	獎勵	c=0 d=0.000134683 t=577
jiang ming 	講明	c=1 d=1 t=346
jiang shan 	江山	c=1 d=1 t=577
jiang shui 	江水	c=0 d=0.1 t=445
jiang shui cai 	江水菜	c=1 d=1 t=446
jiao 	叫	c=1 d=1 t=577
jiao ben 	腳本	c=1 d=0.932394 t=577
jiao cha 	交叉	c=1 d=4.85744e-06 t=577
jiao dian 	交點	c=2 d=1.22886e-05 t=577
jiao hu 	交互	c=1 d=0.00036159 t=577
jiao sha 	叫啥	c=1 d=1 t=577
jiao shen me 	叫什麼	c=1 d=1 t=577
jiao wu chu 	教務處	c=1 d=0.000293099 t=577
jiao xiao 	較小	c=1 d=0.00798652 t=577
jiao xue 	教學	c=1 d=2.73991e-05 t=577
jiao yu 	教育	c=0 d=0.000178203 t=577
jiao yu ban 	教育版	c=1 d=0.00179097 t=577
jiao yu ju 	教育局	c=1 d=1 t=577
jiao zai 	叫在	c=1 d=0.000338834 t=577
jiao zhu 	教主	c=2 d=0.267135 t=577
jie 	接	c=1 d=0.565525 t=577
jie 	竭	c=1 d=0.612626 t=577
jie cheng 	階乘	c=1 d=0.204948 t=577
